语例ID,主语(目标域),谓语(源域),目标域,目标域名称,源域,源域名称,映射方向,映射方向标签,F_field,A_level,D_number,D_abstract,I_depth,S_schema,D_processing,CC连续值,CC等级(等距法),标注覆盖,CC标注值,CC等级(五分位法)
xb_00973,医药,特殊商品,ST,结构,OB,物体,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_00974,我国各少数民族,勤劳智慧的民族,SC,社会,HM,人体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00975,抓农业,稳定大局的基础,SC,社会,OB,物体,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_00976,各民主党派,合法政党,ST,结构,HM,人体,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_00977,体育,文明国家在和平时期的一种战争,ST,结构,WR,战争,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_00978,中国,朝鲜的后方,AB,抽象,OB,物体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_00979,机构等等条件,法治的硬环境,AB,抽象,OB,物体,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_00980,印度尼西亚人民,勤劳智慧的人民,ST,结构,HM,人体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00981,农村党支部,团结群众和带领群众建设社会主义的堡垒,SC,社会,OB,物体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_00982,党内外群众,基本力量,SC,社会,FC,力量,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00983,漫画,幽默艺术,ST,结构,OB,物体,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_00984,青年,贫困地区经济开发的生力军,AB,抽象,WR,战争,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_00985,典型群,先进思想的凝聚,ST,结构,OB,物体,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_00986,文章,客观事物的反映,ST,结构,OB,物体,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_00987,硬通货,重要的战略物资,AB,抽象,WR,战争,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_00988,马克思主义,普遍真理,ST,结构,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_00989,传统相声,传统文化宝库的一部分,MR,机器,HM,人体,1,具体→具体,0.6,0.33,0.6,0.465,0.0,0.0,0.0,0.2557,2,否,1,2
xb_00990,共产党,特殊材料做成的,LF,光线,OB,物体,1,具体→具体,0.2,0.0,0.4,0.15,0.0,0.0,0.0,0.0825,1,否,2,1
xb_00991,人多地少,基本国情,ST,结构,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_00992,冬虫夏草,名贵中药,ST,结构,OB,物体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_00993,白皮书,团结世界大多数国家真正维护人权的宣言书,AB,抽象,OB,物体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,1,3
xb_00994,马克思主义哲学,科学社会主义的理论前提,SC,社会,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_00995,童工,廉价劳动力,ST,结构,FC,力量,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_00996,以色列,中东地区的一个重要国家,SC,社会,HM,人体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_00997,犹太民族,勤劳智慧的民族,SC,社会,HM,人体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00998,军人,特殊职业,LF,光线,HM,人体,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_00999,知识分子,先进生产力的开拓者,TH,思维,HM,人体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01000,药品,特殊商品,ST,结构,OB,物体,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_01001,中缅,友好邻邦,SC,社会,HM,人体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01002,主观直觉印象的方法,经验方法,ST,结构,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_01003,优秀企业家,先进生产力的代表,SC,社会,HM,人体,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_01004,好八连精神,宝贵财富,MR,机器,EC,经济,3,抽象→抽象,0.6,0.33,0.6,0.465,0.67,0.33,0.534,0.496,3,否,3,3
xb_01005,知名度,重要资源,MR,机器,EC,经济,2,具体→抽象,0.6,0.33,0.6,0.465,0.33,0.33,0.33,0.4042,3,否,2,2
xb_01006,图书,特殊商品,ST,结构,OB,物体,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_01007,真正的共产党人,特殊材料做成的,LF,光线,OB,物体,1,具体→具体,0.2,0.0,0.4,0.15,0.0,0.0,0.0,0.0825,1,否,2,1
xb_01008,党史志书,真实权威的文献资料,ST,结构,OB,物体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01009,人民,最高价值主体,SC,社会,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_01010,粮食,特殊商品,ST,结构,OB,物体,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_01011,社劳党,民主左派党,ST,结构,HM,人体,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_01012,成功的经验,宝贵财富,MR,机器,EC,经济,3,抽象→抽象,0.6,0.33,0.6,0.465,0.67,0.33,0.534,0.496,3,否,3,3
xb_01013,失败的教训,宝贵财富,MR,机器,EC,经济,3,抽象→抽象,0.6,0.33,0.6,0.465,0.67,0.33,0.534,0.496,3,否,3,3
xb_01014,解放军,威武文明之师,AB,抽象,WR,战争,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01015,粮食,战略物资,SC,社会,WR,战争,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_01016,辩证唯物主义,普遍真理,ST,结构,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_01017,罗马尼亚人民,勤劳智慧的人民,ST,结构,HM,人体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_01018,工人阶级,先进生产力和生产关系的代表,SC,社会,HM,人体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_01019,出版物,特殊商品,ST,结构,OB,物体,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_01020,人才,科学知识的载体,LF,光线,OB,物体,2,具体→抽象,0.2,0.0,0.4,0.15,0.33,0.33,0.33,0.231,2,否,2,2
xb_01021,共产党员,特殊材料制成的,MR,机器,OB,物体,1,具体→具体,0.6,0.33,0.6,0.465,0.0,0.0,0.0,0.2557,2,否,2,2
xb_01022,劳动力,重要资源,MR,机器,EC,经济,2,具体→抽象,0.6,0.33,0.6,0.465,0.33,0.33,0.33,0.4042,3,否,2,2
xb_01023,迷信鬼神,现实土壤里生长出来的活生生的不结实的莠草,ST,结构,LV,生命,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_01024,青年,科学殿堂的'王子',SC,社会,HM,人体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01025,公民受教育权,基本人权之一,ST,结构,HM,人体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_01026,社会主义国家,全体人民利益的代表,SC,社会,HM,人体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_01027,机遇,客观经济规律的阶段性表现,ST,结构,EC,经济,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_01028,吉中两国,友好邻邦,SC,社会,HM,人体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01029,爆炸事件,恐怖分子蓄意制造的,ST,结构,OB,物体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01030,俄罗斯人民,勤劳智慧的伟大人民,ST,结构,HM,人体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_01031,俄罗斯军队,英勇善战的伟大军队,AB,抽象,WR,战争,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01032,共产党,劳苦人民的救星,SC,社会,NT,自然,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_01033,毛泽东同志,光辉典范,AB,抽象,OB,物体,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_01034,崇高精神,高雅艺术健康发展的前提,AB,抽象,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_01035,观众,艺术生存的土壤,AB,抽象,OB,物体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01036,外汇,重要资源,MR,机器,EC,经济,2,具体→抽象,0.6,0.33,0.6,0.465,0.33,0.33,0.33,0.4042,3,否,2,2
xb_01037,优秀的企业家,先进生产力的代表,SC,社会,HM,人体,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_01038,行业控股公司,特殊资本经营实体,ST,结构,EC,经济,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01039,钢材,紧俏商品,SC,社会,OB,物体,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_01040,中尼两国,友好邻邦,SC,社会,HM,人体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01041,食物替代的规律,普遍规律,AB,抽象,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_01042,雕塑,著名艺术家冈金的杰作,MR,机器,OB,物体,4,抽象→具体,0.6,0.33,0.6,0.465,0.67,0.67,0.67,0.5573,3,否,4,4
xb_01043,红军老战士的革命精神和崇高品德,宝贵财富,MR,机器,EC,经济,3,抽象→抽象,0.6,0.33,0.6,0.465,0.67,0.33,0.534,0.496,3,否,3,3
xb_01044,朝鲜人民,勤劳智慧的人民,ST,结构,HM,人体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_01045,大型企业集团,先进生产力的代表,SC,社会,HM,人体,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_01046,小城镇,外向经济的桥头堡,AB,抽象,EC,经济,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01047,国旗,伟大祖国的象征,MR,机器,OB,物体,4,抽象→具体,0.6,0.33,0.6,0.465,0.67,0.67,0.67,0.5573,3,否,4,4
xb_01048,芭蕾艺术共存共荣,客观规律,ST,结构,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_01049,毛泽东思想,科学真理,TH,思维,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_01050,中华民族,勤劳智慧的民族,SC,社会,HM,人体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_01051,中朝两国,友好邻邦,SC,社会,HM,人体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01052,妇联,党和政府联系群众的桥梁和纽带,AB,抽象,OB,物体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01053,知识分子,先进生产力的开拓者,TH,思维,HM,人体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01054,股份合作制企业,独立法人,SC,社会,HM,人体,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_01055,科学技术,直接生产力,AB,抽象,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_01056,国旗,伟大祖国的象征和标志,MR,机器,OB,物体,4,抽象→具体,0.6,0.33,0.6,0.465,0.67,0.67,0.67,0.5573,3,否,4,4
xb_01057,我国工人阶级,先进生产力和生产关系的代表,SC,社会,HM,人体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_01058,邓小平理论,统一全党思想的坚实思想基础,TH,思维,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_01059,人才,根本,SC,社会,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_01060,成功的经验,宝贵财富,MR,机器,EC,经济,3,抽象→抽象,0.6,0.33,0.6,0.465,0.67,0.33,0.534,0.496,3,否,3,3
xb_01061,中老两国,友好邻邦,SC,社会,HM,人体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01062,科学的理论,客观事物运动内在规律的反映,TH,思维,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_01063,企业家,稀缺资源,MR,机器,EC,经济,4,抽象→具体,0.6,0.33,0.6,0.465,0.67,0.67,0.67,0.5573,3,否,4,4
xb_01064,中华民族,勤劳智慧的民族,SC,社会,HM,人体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_01065,天然气,洁净能源,ST,结构,OB,物体,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_01066,中韩两国,友好邻邦,SC,社会,HM,人体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01067,工人阶级,先进生产力和生产关系的代表,SC,社会,HM,人体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_01068,药店,特殊商店,ST,结构,OB,物体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01069,佛手,珍贵药材,MR,机器,OB,物体,1,具体→具体,0.6,0.33,0.6,0.465,0.0,0.0,0.0,0.2557,2,否,2,2
xb_01070,中国人民,勤劳智慧、非常能干的人民,LF,光线,HM,人体,2,具体→抽象,0.2,0.0,0.4,0.15,0.33,0.33,0.33,0.231,2,否,2,2
xb_01071,邓小平理论,科学真理,TH,思维,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_01072,工人阶级,先进社会生产力的代表,SC,社会,HM,人体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_01073,社会主义,基本制度,SC,社会,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_01074,中老两国,友好邻邦,SC,社会,HM,人体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01075,书籍,伟大心灵的宝贵血脉,MR,机器,BD,建筑,1,具体→具体,0.6,0.33,0.6,0.465,0.0,0.0,0.0,0.2557,2,否,2,2
xb_01076,中老两国,友好近邻,SC,社会,HM,人体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01077,本法所称合同,平等主体的自然人,AB,抽象,HM,人体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_01078,本法所称合同,平等主体的自然人,AB,抽象,HM,人体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_01079,中泰两国,友好近邻,SC,社会,HM,人体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01080,邓小平理论,科学决策的指南,TH,思维,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_01081,中国人民,勤劳智慧的人民,LF,光线,HM,人体,2,具体→抽象,0.2,0.0,0.4,0.15,0.33,0.33,0.33,0.231,2,否,2,2
xb_01082,中国,世界上一个重要的国家,SC,社会,HM,人体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01083,对冲基金,有钱人涉足的领地,ST,结构,EC,经济,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_01084,无神论,科学精神的一个翅膀,CM,通讯,BD,建筑,2,具体→抽象,0.6,0.33,0.6,0.465,0.33,0.33,0.33,0.4042,3,否,2,2
xb_01085,工人阶级,先进生产力和生产关系的代表,SC,社会,HM,人体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_01086,中国文化,神奇宝库,MR,机器,OB,物体,2,具体→抽象,0.6,0.33,0.6,0.465,0.33,0.33,0.33,0.4042,3,否,2,2
xb_01087,恶意宣扬或者泄漏者,侵权,ST,结构,OB,物体,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_01088,老字号的服务员,传统文化和现代消费者之间沟通的桥梁,EV,事件,OB,物体,1,具体→具体,0.4,0.33,0.6,0.415,0.0,0.0,0.0,0.2283,2,否,2,2
xb_01089,软件的机床,机床工业先进技术的标志,SC,社会,MC,医疗,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_01090,芭蕾,高雅艺术领域中的一顶美丽的王冠,SC,社会,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_01091,中乌,友好近邻,SC,社会,HM,人体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01092,乌中两国,友好近邻,SC,社会,HM,人体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01093,统计人员的低素质,虚假数字产生的关键,AB,抽象,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_01094,中阿,友好国家,SC,社会,HM,人体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01095,代表人士,新时期统一战线工作的重要对象,SC,社会,HM,人体,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_01096,知识分子,先进生产力的重要开拓者和知识的传播者,TH,思维,HM,人体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01097,网络,现实世界的一面镜子,ST,结构,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_01098,俄罗斯人民,勤劳智慧的人民,SC,社会,HM,人体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_01099,妇女,贫困人口中贫困程度较深的部分,SC,社会,OB,物体,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_01100,规律,客观事物内在的必然联系,AB,抽象,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_01101,马克思主义,普遍真理,ST,结构,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_01102,家电产品,正常商品,SC,社会,OB,物体,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_01103,中泰两国,友好邻邦,SC,社会,HM,人体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01104,人民群众,追求真理,LF,光线,HM,人体,2,具体→抽象,0.2,0.0,0.4,0.15,0.33,0.33,0.33,0.231,2,否,2,2
xb_01105,农村乡土人才,先进生产力的代表,LF,光线,HM,人体,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_01106,电信资费,敏感话题,SC,社会,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_01107,制度的本质,自由契约,LF,光线,OB,物体,3,抽象→抽象,0.2,0.0,0.4,0.15,0.67,0.33,0.534,0.3228,2,否,3,2
xb_01108,哈中两国,友好邻邦,SC,社会,HM,人体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01109,韩中两国,友好邻邦,SC,社会,HM,人体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01110,医药产品,特殊产品,ST,结构,OB,物体,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_01111,科学技术,先进文化的基石,SC,社会,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_01112,中新两国,友好近邻,SC,社会,HM,人体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01113,旺季方案,基本方案,SC,社会,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_01114,中老两国,友好近邻,SC,社会,HM,人体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01115,中柬两国,友好邻邦,SC,社会,HM,人体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01116,人,先进生产力的活跃因子,EV,事件,OB,物体,4,抽象→具体,0.4,0.33,0.6,0.415,0.67,0.67,0.67,0.5298,3,否,4,3
xb_01117,中菲,友好近邻,SC,社会,HM,人体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01118,事求是的思想路线,正确领导的基础,TH,思维,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_01119,重要思想,行动指南,TH,思维,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_01120,农村剩余劳动力,重要资源,MR,机器,EC,经济,2,具体→抽象,0.6,0.33,0.6,0.465,0.33,0.33,0.33,0.4042,3,否,2,2
xb_01121,人才资源,第一资源,SC,社会,EC,经济,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_01122,台海两岸,骨肉兄弟,SC,社会,HM,人体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01123,社会主义民主,新型民主,SC,社会,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_01124,共产党员,人民的公仆,SC,社会,HM,人体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01125,人民群众,真正的英雄,TM,时间,HM,人体,2,具体→抽象,0.4,0.33,0.6,0.415,0.33,0.33,0.33,0.3768,2,否,2,2
xb_01126,西部地区,资源富集区,AB,抽象,EC,经济,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_01127,中国,世界和平的坚定力量,AB,抽象,FC,力量,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_01128,中日两国,友好邻邦,SC,社会,HM,人体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01129,中巴,友好邻邦,SC,社会,HM,人体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01130,尼中两国,友好邻邦,SC,社会,HM,人体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01131,作出表率,发达国家面临的一个挑战,SC,社会,WR,战争,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_01132,中巴,友好近邻,SC,社会,HM,人体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01133,青年,先进文化的积极响应者,EV,事件,HM,人体,4,抽象→具体,0.4,0.33,0.6,0.415,0.67,0.67,0.67,0.5298,3,否,4,3
xb_01134,中乌,友好国家,SC,社会,HM,人体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_01135,劳动者素质和人才,先进生产力发展的重要支撑,EV,事件,FC,力量,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_01136,科学技术,先进生产力的集中体现和主要标志,SC,社会,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_01137,文学出版物,文明程度展示的窗口,EV,事件,OB,物体,1,具体→具体,0.4,0.33,0.6,0.415,0.0,0.0,0.0,0.2283,2,否,2,2
xb_01138,朝鲜人民,勤劳智慧而又有着高度纪律性和凝聚力的民族,SC,社会,HM,人体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_01139,中国共产党人,最低纲领与最高纲领的统一论者,LF,光线,HM,人体,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
